Австралийская река.|Ногоа
Советский металловед, Ленинская премия 1961 года,Государственная премия 1941, 1949, 1951.|Бочвар
Советский металловед.|Агеев
Советский металловед.|Одинг
Советский металловед; боксер и тренер; ватерполист.|Агеев
Советский металлург; персонаж пьесы М.Горького.|Бардин
Советский механик, математик.|Белоцерковский
Советский механик, математик.|Векуа
Советский невропатолог, психиатр, психолог, физиолог и морфолог.|Бехтерев
Советский нефтехимик, член-корреспондент АН СССР с 1953 года.|Гутыря
Советский нумизмат, работавший в Эрмитаже (1888-1943).|Бауер
Советский океанолог, полярный исследователь, руководитель первой советской антарктической экспедиции.|Сомов
Советский олимпийский чемпион по прыжкам в высоту.|Брумель
Советский оператор и режиссер документального кино.|Каюмов
Советский оперный певец, народный артист СССР.|Еркат
Советский оперный певец, солист Ереванского театра оперы и балета.|Еркат
Советский оружейник.|Симонов
Советский паразитолог.|Галузо
Советский партизан, генерал.|Ковпак
Советский партийный и государственный деятель.|Берзин
Советский партийный и государственный деятель.|Косиор
Советский певец (баритон).|Магомаев
Советский певец (бас), народный артист СССР.|Штоколов
Советский певец (драм. тенор).|Андгуладзе
Советский певец (лирич. тенор).|Собинов
Советский певец, актёр.|Цой
Советский певец, баритон.|Абдуллин
Советский певец, баритон.|Гнатюк
Советский певец, баритон.|Лаптев
Советский певец, баритон.|Норцов
Советский певец, бас.|Эйзен
Советский певец, композитор.|Мамонов
Советский певец, народный артист СССР.|Отс
Советский певец-баритон.|Лисициан
Советский певец.|Атлантов
Советский певец.|Гуляев
Советский певец.|Крумм
Советский певец; ватерполист; футболист.|Гуляев
Советский педагог, академик АПН РСФСР.|Усова
Советский педагог.|Аркин
Советский педагог.|Шацкий
Советский петрограф.|Белянкин
Советский пианист и педагог.|Игумнов
Советский пианист, оздатель пианистической школы.|Игумнов
Советский пианист.|Бихтер
Советский пианист.|Гедике
Советский пианист.|Оборин
Советский писатель ("До свидания, мальчики").|Балтер
Советский писатель ("Лена", "Небо и земля").|Саянов
Советский писатель ("Мужики и бабы").|Можаев
Советский писатель ("Повесть о первой любви").|Атаров
Советский писатель ("Рокировки").|Крумов
Советский писатель ("Старик Хоттабыч").|Лагин
Советский писатель (пьеса "Интервенция").|Славин
Советский писатель (роман "Две жизни").|Лидин
Советский писатель по имени Чингиз.|Айтматов
Советский писатель, автор романа "Дом"; боксер.|Абрамов
Советский писатель, автор романа "Тайна двух океанов".|Адамов
Советский писатель, автор романов "Разгром" и "Молодая гвардия".|Фадеев
Советский писатель, драматург, автор пьесы "Игра без правил".|Шейнин
Советский писатель, драматург.|Рощин
Советский писатель, драматург.|Шварц
Советский писатель, драматург; советский спортсмен-борец.|Рощин
Советский писатель, имя Лев.|Кассиль
Советский писатель, литературовед, мастер устного рассказа.|Андроников
Советский писатель, настоящая фамилия Гибс (1886-1945).|Адамов
Советский писатель, один из зачинателей детской литературы.|Житков
Советский писатель, поэт; театральный режиссер; художник.|Симонов
Советский писатель, сценарист.|Эрдман
Советский писатель-сатирик.|Арканов
Советский писатель-сатирик.|Горин
Советский писатель.|Авдеенко
Советский писатель.|Ажаев
Советский писатель.|Алексин
Советский писатель.|Амлинский
Советский писатель.|Анов
Советский писатель.|Ардаматский
Советский писатель.|Ардов
Советский писатель.|Арсеньев
Советский писатель.|Арто
Советский писатель.|Астафьев
Советский писатель.|Бабель
Советский писатель.|Бакланов
Советский писатель.|Безуглов
Советский писатель.|Бек
Советский писатель.|Белых
Советский писатель.|Беляев
Советский писатель.|Бианки
Советский писатель.|Бибик
Советский писатель.|Битов
Советский писатель.|Бондарев
Советский писатель.|Боровик
Советский писатель.|Бруштейн
Советский писатель.|Вирта
Советский писатель.|Галин
Советский писатель.|Гладков
Советский писатель.|Гранин
Советский писатель.|Дубов
Советский писатель.|Думбадзе
Советский писатель.|Ерофеев
Советский писатель.|Задорнов
Советский писатель.|Залыгин
Советский писатель.|Злобин
Советский писатель.|Ильф
Советский писатель.|Искандер
Советский писатель.|Казанцев
Советский писатель.|Калинин
Советский писатель.|Катаев
Советский писатель.|Киршон
Советский писатель.|Кнорре
Советский писатель.|Кнышев
Советский писатель.|Кочетов
Советский писатель.|Крон
Советский писатель.|Крымов
Советский писатель.|Лавренев
Советский писатель.|Леонов
Советский писатель.|Лимонов
Советский писатель.|Лиханов
Советский писатель.|Малышкин
Советский писатель.|Маркиш
Советский писатель.|Марков
Советский писатель.|Медведев
Советский писатель.|Медынский
Советский писатель.|Мусатов
Советский писатель.|Нагибин
Советский писатель.|Нагишкин
Советский писатель.|Неверов
Советский писатель.|Нилин
Советский писатель.|Олеша
Советский писатель.|Панферов
Советский писатель.|Папагено
Советский писатель.|Пермяк
Советский писатель.|Полевой
Советский писатель.|Ржевский
Советский писатель.|Рыбаков
Советский писатель.|Рыклин
Советский писатель.|Рытхэу
Советский писатель.|Седых
Советский писатель.|Солоухин
Советский писатель.|Софронов
Советский писатель.|Стаднюк
Советский писатель.|Стельмах
Советский писатель.|Степанов
Советский писатель.|Телешов
Советский писатель.|Тока
Советский писатель.|Тренев
Советский писатель.|Трифонов
Советский писатель.|Тушкан
Советский писатель.|Тынянов
Советский писатель.|Усиевич
Советский писатель.|Файко
Советский писатель.|Федин
Советский писатель.|Фраерман
Советский писатель.|Шишков
Советский писатель.|Шмелев
Советский писатель.|Штейн
Советский писатель.|Шток
Советский писатель.|Шундик
Советский писатель.|Эренбург
Советский писатель.|Югов
Советский писатель.|Ясенский
Советский писатель; актер; тренер по волейболу.|Платонов
Советский писатель; боксер.|Абрамов
Советский писатель; велосипедист.|Романов
Советский писатель; волейболист; первый мастер-оптик на Руси.|Беляев
Советский писатель; город в Ивановской области.|Фурманов
Советский писатель; город в Твеской обл.|Белый
Советский писатель; математик.|Соболев
Советский писатель; математик; хоккеист.|Марков
Советский писатель; русский архитектор; советский спортсмен-борец.|Казаков
Советский писатель; титул феодала в Средней Азии.|Бек
Советский писатель; ученый (приборостроение).|Павленко
Советский писатель; футболист Динамо (Киев) 70-80-х годов.|Бессонов
Советский писатель; хоккеист.|Астафьев
Советский писатель; шахматист.|Штейн
Советский пловец, неоднократный чемпион СССР в довоенные годы.|Мешков
Советский полководец.|Баграмян
Советский полководец.|Толбухин
Советский полярник, радист.|Кренкель
Советский полярный исследователь.|Папанин
Советский полярный летчик; город в Бурятии.|Бабушкин
Советский почвовед.|Ковда
Советский поэт (роман в стихах "Годы молодые").|Квитко
Советский поэт по имени Константин.|Симонов
Советский поэт, автор слов песни "Полюшко-поле".|Гусев
Советский поэт, бард.|Галич
Советский поэт, лауреат Ленинской премии.|Исаев
Советский поэт-лирик, автор сборника "Сосен шум".|Рубцов
Советский поэт.|Айги
Советский поэт.|Александровский
Советский поэт.|Антокольский
Советский поэт.|Арский
Советский поэт.|Асадов
Советский поэт.|Асеев
Советский поэт.|Бедный
Советский поэт.|Боков
Советский поэт.|Брюсов
Советский поэт.|Бурлюк
Советский поэт.|Гудзенко
Советский поэт.|Доризо
Советский поэт.|Дрожжин
Советский поэт.|Дудин
Советский поэт.|Исаев
Советский поэт.|Казин
Советский поэт.|Кедрин
Советский поэт.|Клюев
Советский поэт.|Коган
Советский поэт.|Луконин
Советский поэт.|Надсон
Советский поэт.|Орлов
Советский поэт.|Островой
Советский поэт.|Ошанин
Советский поэт.|Поженян
Советский поэт.|Регистан
Советский поэт.|Рубцов
Советский поэт.|Слуцкий
Советский поэт.|Смеляков
Советский поэт.|Соснора
Советский поэт.|Уткин
Советский поэт.|Фирсов
Советский поэт.|Черный
Советский поэт.|Шефнер
Советский поэт.|Шкулев
Советский поэт.|Щипачев
Советский поэт.|Яшин
Советский поэт; скрипач; шашист.|Коган
Советский поэт; советский актер.|Орлов
Советский поэт; футболист, вратарь.|Яшин
Советский поэт; хоккеист.|Светлов
Советский поэт; хоккеист.|Фирсов
Советский поэт; художник.|Рождественский
Советский психолог; писатель; город в Одесской обл.|Ананьев
Советский радиотехник.|Минц
Советский радиохимик, академик АН (1890-1950).|Хлопин
Советский разведчик.|Абель
Советский разведчик.|Филби
Советский режиссёр и актёр, народный артист СССР.|Охлопков
Советский режиссёр, педагог, народный артист СССР, главный режиссёр Центрального театра Советской Армии с 1935 по 1960 годы.|Попов
Советский режиссёр, постановщик фильма по одноименной опере П.И. Чайковского.|Шапиро
Советский режиссёр, реформатор сцены, организатор и руководитель камерного театра.|Таиров
Советский режиссёр, реформатор сцены, организатор и руководитель Московского Камерного театра.|Таиров
Советский режиссёр.|Козинцев
Советский режиссёр.|Трауберг
Советский режиссер и актёр.|Вивьен
Советский режиссер.|Луков
Советский селекционер.|Лорх
Советский селекционер; сорт картофеля.|Лорх
Советский скрипач.|Арендс
Советский скульпор (1891-1966, памятник Т. Шевченко в Харькове); российский этнограф (1889-1917).|Манизер
Советский скульптор ("Памятник погибшим от насилия").|Сидур
Советский скульптор (пам. Есенину).|Цигаль
Советский скульптор (пам. Ярославне в Путивле).|Клоков
Советский скульптор и график.|Абакелия
Советский скульптор, автор памятника Д.М. Карбышеву в Маутхаузене в Австрии.|Цигаль
Советский скульптор, автор памятника М. Горькому в Москве.|Шадр
Советский скульптор, один из авторов памятника Н.А. Римскому-Корсакову.|Ингал
Советский скульптор.|Абдурахманов
Советский скульптор.|Бриеде
Советский скульптор.|Данько
Советский скульптор.|Кербель
Советский специалист в области газотехники и химической переработки газа.|Копытов
Советский спортсмен (борьба вольная).|Гусов
Советский спортсмен (борьба); президент Азербайджана в 1995 г.|Алиев
Советский спортсмен (коньки).|Шиве
Советский спортсмен (хоккей с мячом).|Атаманычев
Советский спортсмен, борец.|Андиев
Советский спортсмен, олимпийский чемпион в тройном прыжке.|Санеев
Советский спортсмен, рекорд мира по прыж. в высоту в 1978 году.|Ященко
Советский спортсмен, чемпион мира 1973 по вертолетному спорту.|Чекалов
Советский спортсмен-борец (дзюдо).|Вараев
Советский спортсмен-борец (дзюдо).|Меркулов
Советский спортсмен-борец (дзюдо).|Мухомор
Советский спортсмен-борец (дзюдо).|Песняк
Советский спортсмен-борец (дзюдо).|Суслин
Советский спортсмен-борец (дзюдо).|Тенадзе
Советский спортсмен-борец (самбо, дзюдо).|Рудман
Советский спортсмен-борец.|Абашидзе
Советский спортсмен-борец.|Абдулбеков
Советский спортсмен-борец.|Аллахвердиев
Советский спортсмен-борец.|Апхазава
Советский спортсмен-борец.|Бакулин
Советский спортсмен-борец.|Давидян
Советский спортсмен-борец.|Игуменов
Советский спортсмен-борец.|Каныгин
Советский спортсмен-борец.|Караваев
Советский спортсмен-борец.|Коридзе
Советский спортсмен-борец.|Коткас
Советский спортсмен-борец.|Мазур
Советский спортсмен-борец.|Манеев
Советский спортсмен-борец.|Мустафин
Советский спортсмен-борец.|Оленик
Советский спортсмен-борец.|Пашаян
Советский спортсмен-борец.|Пинигин
Советский спортсмен-борец.|Прокудин
Советский спортсмен-борец.|Пункин
Советский спортсмен-борец.|Резанцев
Советский спортсмен-борец.|Руруа
Советский спортсмен-борец.|Сапунов
Советский спортсмен-борец.|Саркисян
Советский спортсмен-борец.|Терян
Советский спортсмен-борец.|Фадзаев
Советский спортсмен-борец.|Шатворян
Советский спортсмен-борец.|Энглас
Советский спортсмен-борец.|Яковенко
Советский спортсмен-борец.|Ярыгин
Советский спортсмен-борец; писатель.|Карелин
Советский спортсмен-борец; советский актёр.|Парфенов
Советский спортсмен-планерист, рекордсмен СССР 1978.|Пасечник
Советский спортсмен-саночник.|Бремзе
Советский танцовщик.|Мессерер
Советский танцовщик.|Сергеев
Советский театральный художник.|Нирод
Советский театральный художник.|Симов
Советский теплоэнергетик.|Алемасов
Советский тренер (хоккей).|Чернышов
Советский тренер (хоккей); советский биатлонист.|Тарасов
Советский учёный зоотехник, автор асканийской породы овец.|Иванов
Советский учёный и изобретатель, один из пионеров ракетной техники.|Цандер
Советский учёный, член-корреспондент Академии наук, автор трудов по локомотивостроению.|Николаев
Советский учёный-строитель, один из авторов проекта МГУ (1900-87); российский цитофизиолог (1895-1957).|Насонов
Советский участник Движения Сопротивления во Франции.|Порик
Советский ученый (с/х машиностроение).|Ган
Советский ученый (с/х машиностроение); немецкий радиохимик.|Ган
Советский ученый в области автоматизации.|Авен
Советский ученый в области горного дела.|Докукин
Советский ученый в области горной науки.|Абасов
Советский ученый в области машин и механизмов, академик.|Артоболевский
Советский ученый в области металлургии и сварки, академик.|Патон
Советский ученый в области ракетной техники.|Глушко
Советский ученый в области теоретических основ хим. технологии.|Кутепов
Советский ученый в области ядерной физики.|Бабаев
Советский ученый, академик.|Вавилов
Советский ученый-нумизмат.|Котляр
Советский ученый-нумизмат.|Потин
Советский ученый-нумизмат.|Шелов
Советский ученый-нумизмат.|Янин
Советский ученый-тюрколог.|Малов
Советский ученый; кинооператор; летчик-штурман.|Беляков
Советский фехтовальщик, саблист.|Сидяк
Советский фигурист, олимпийский чемпион.|Горшков
Советский физик и математик, лауреат Нобелевской премии.|Ландау
Советский физик и физикохимик, раб.в Кенигсберге (Калининград).|Полак
Советский физик, академик, Герой Соцтруда (1913-1990).|Флеров
Советский физик, академик.|Андронов
Советский физик, академик.|Обреимов
Советский физик, академик.|Тамм
Советский физик, академик; легкоатлет.|Тамм
Советский физик, известный авиаконструктор.|Ильюшин
Советский физик, изобретатель первой электронной системы воспроизведения телевизионного изображения.|Розинг
Советский физик, лауреат Нобелевской премии.|Басов
Советский физик, лауреат Нобелевской премии.|Капица
Советский физик, лауреат Нобелевской премии.|Тамм
Советский физик, специалист по ядерной физике и физике элементарных частиц.|Шапиро
Советский физик-ядерщик.|Алиханов
Советский физик-ядерщик.|Алиханьян
Советский физик.|Акулов
Советский физик.|Амирханов
Советский физик.|Дерягин
Советский физик.|Капица
Советский физик.|Каргин
Советский физик.|Кикоин
Советский физик.|Кравец
Советский физик.|Ландау
Советский физик.|Линник
Советский физик.|Ржанов
Советский физик; архитектор.|Алферов
Советский физик; город в Курской области.|Курчатов
Советский физик; композитор.|Бабаев
Советский физик; футболист.|Черенков
Советский физик; хоккеист; футболист, вратарь.|Рудаков
Советский физико-географ.|Авсюк
Советский физико-химик, академик.|Эмануэль
Советский физико-химик.|Алфимов
Советский физико-химик.|Шилов
Советский физикохимик (1894-1981).|Усанович
Советский физикохимик (1899-1974).|Киреев
Советский физикохимик (1903-1973).|Ройтер
Советский физикохимик (1908-1984).|Антиквар
Советский физикохимик (1908-1984).|Киселев
Советский физикохимик и металлург, академик АН.|Кунаев
Советский физикохимик и химик-технолог (1914-1973).|Сахаров
Советский физикохимик, академик (1984-1974).|Сыркин
Советский физикохимик, академик АН 1981.|Молин
Советский физикохимик, академик, Герой Соцтруда.|Теренин
Советский физикохимик, выдающийся педагог и популяризатор науки.|Каблуков
Советский физикохимик, Герой Соцтруда (Лиепиня).|Лепинь
Советский физикохимик, Государственная премия СССР 1942, 1953.|Боресков
Советский физикохимик, лауреат Госпремии 1978.|Темкин
Советский физикохимик, член АН 1987.|Пурин
Советский физикохимик, член-корреспондент АН с 1981 г.|Седов
Советский физикохимик, член-корреспондент АН СССР с 1970 г.|Гельд
Советский физикохимик.|Абкин
Советский физикохимик.|Ахмедов
Советский физикохимик.|Бакеев
Советский физиолог, академик.|Крепс
Советский физиолог.|Асратян
Советский физиолог.|Ожегов
Советский физиолог.|Орбели
Советский физиолог; советский киноактер.|Павлов
Советский филолог.|Абегян
Советский философ, академик, необоснованно репрессирован.|Луппол
Советский философ.|Асимов
Советский философ.|Асмус
Советский философ.|Бойко
Советский фольклорист, литературовед.|Азадовский
Советский футболист и тренер.|Симонян
Советский футболист и хоккеист.|Бобров
Советский футболист и хоккеист; город в Воронежской области.|Бобров
Советский футболист, вратарь.|Банников
Советский футболист, вратарь.|Дасаев
Советский футболист, вратарь.|Харин
Советский футболист, вратарь.|Хомич
Советский футболист, вратарь; хоккеист.|Харин
Советский футболист, тренер.|Бесков
Советский футболист, тренер.|Малофеев
Советский футболист, тренер.|Маслов
Советский футболист.|Алескеров
Советский футболист.|Амбарцумян
Советский футболист.|Ананченко
Советский футболист.|Аничкин
Советский футболист.|Антадзе
Советский футболист.|Багрич
Советский футболист.|Балаба
Советский футболист.|Баркая
Советский футболист.|Баужа
Советский футболист.|Биба
Советский футболист.|Блохин
Советский футболист.|Буряк
Советский футболист.|Войнов
Советский футболист.|Глотов
Советский футболист.|Гринин
Советский футболист.|Гусаров
Советский футболист.|Демин
Советский футболист.|Ермасов
Советский футболист.|Жарков
Советский футболист.|Заваров
Советский футболист.|Калоев
Советский футболист.|Кесарев
Советский футболист.|Коман
Советский футболист.|Конов
Советский футболист.|Ларин
Советский футболист.|Левченко
Советский футболист.|Лютый
Советский футболист.|Мамедов
Советский футболист.|Марушко
Советский футболист.|Мачаидзе
Советский футболист.|Месхи
Советский футболист.|Мизерный
Советский футболист.|Мозер
Советский футболист.|Мохов
Советский футболист.|Мудрик
Советский футболист.|Мунтян
Советский футболист.|Нетто
Советский футболист.|Онопко
Советский футболист.|Осянин
Советский футболист.|Панюков
Советский футболист.|Папаев
Советский футболист.|Посуэло
Советский футболист.|Рогов
Советский футболист.|Рожков
Советский футболист.|Рябов
Советский футболист.|Сабо
Советский футболист.|Савичев
Советский футболист.|Сальков
Советский футболист.|Саная
Советский футболист.|Севидов
Советский футболист.|Сеглин
Советский футболист.|Семин
Советский футболист.|Татарчук
Советский футболист.|Татушин
Советский футболист.|Тищенко
Советский футболист.|Туаев
Советский футболист.|Фалин
Советский футболист.|Хусаинов
Советский футболист.|Шустиков
Советский футболист.|Яманидзе
Советский футболист.|Янонис
Советский футболист; архитектор.|Демин
Советский футболист; борец (дзюдо).|Кикнадзе
Советский футболист; ватерполист.|Колотов
Советский футболист; лит. поэт.|Янонис
Советский футболист; певец.|Леонтьев
Советский футболист; советский борец.|Оганесян
Советский химик (1878-1959).|Тананаев
Советский химик (1891-1968).|Одинцов
Советский химик (1901-1970).|Камай
Советский химик (1907-1975).|Эйдус
Советский химик и биохимик, академик АН с 1987 г.|Еляков
Советский химик и металлург, академик (1884-1957).|Уразов
Советский химик и металлург.|Байков
Советский химик, академик АН с 1976.|Коршак
Советский химик, академик с 1913.|Курнаков
Советский химик, академик, главный редактор "Журналала неорганической химии" (1967-88).|Спицын
Советский химик, академик, специалист по вопросам очистки воды.|Кульский
Советский химик, в 1939-40 министр прсвещения Эстонии.|Когерман
Советский химик, в 1941-42 начальник Военной академии химической защиты.|Клячко
Советский химик, главный редактор "Журнала физической химии" с 1984 года.|Грязнов
Советский химик, главный редактор журналала "Химия древесины" с 1974 года.|Калнинь
Советский химик, директор Института химии АН Туркмении с 1957.|Ниязов
Советский химик, Ленинская премия 1960 г.|Буянов
Советский химик, металлург, Нобелевский лауреат.|Агеев
Советский химик, основатель и редактор "Журнала прикладной химии".|Горбов
Советский химик, открыл (1928-38) 65 новых алкалоидов.|Орехов
Советский химик, специалист по химии белка и пептидов (1907-1971).|Порошин
Советский химик, специалист по химии высокомолекулярных соединений.|Роговин
Советский химик, член-корреспондент АН с 1964.|Хохлов
Советский химик, член-корреспондент АН с 1972.|Торгов
Советский химик, член-корреспондент АН с 1976.|Ягодин
Советский химик, член-корреспондент АН с 1987 г.|Дюмаев
Советский химик-аналитик (1905-1965).|Рябчиков
Советский химик-аналитик (1908-1990).|Талипов
Советский химик-аналитик (1909-1976).|Ляликов
Советский химик-аналитик, гл. ред. журнала "Аналитич. химия" с 1989.|Золотов
Советский химик-аналитик.|Алимарин
Советский химик-аналитик.|Бабко
Советский химик-неорганик и металлург (1907-1979).|Зефиров
Советский химик-неорганик и физикохимик.|Ландия
Советский химик-неорганик, Гос. премия СССР 1946 г.|Гринберг
Советский химик-неорганик, член-корреспондент АН с 1960.|Птицын
Советский химик-неорганик.|Аблов
Советский химик-неорганик.|Болдырев
Советский химик-неорганик.|Манвелян
Советский химик-неорганик.|Фурманов
Советский химик-органик (1894-1959).|Долгов
Советский химик-органик (1900-1970).|Левина
Советский химик-органик (1906-1984).|Платэ
Советский химик-органик (1915-1979).|Кост
Советский химик-органик, академик; хоккеист.|Назаров
Советский химик-органик, в 1919-25 комиссар Красной Армии.|Удрис
Советский химик-органик, Герой Соцтруда.|Мнджоян
Советский химик-органик, Гос. премия СССР 1951 г.|Гиллер
Советский химик-органик, президент Всесоюзного химического общества имени Менделеева (1950-54).|Родионов
Советский химик-органик, член-корреспондент АН с 1958.|Юнусов
Советский химик-органик, член-корреспондент АН с 1960.|Котон
Советский химик-органик.|Азербаев
Советский химик-органик.|Арешидзе
Советский химик-органик.|Ахрем
Советский химик-органик.|Бабичев
Советский химик-органик.|Ванаг
Советский химик-органик.|Кижнер
Советский химик-органик.|Коптюг
Советский химик-органик.|Кухарь
Советский химик-органик.|Наметкин
Советский химик-технолог (1865-1924).|Ланговой
Советский химик-технолог и металлург.|Брицке
Советский химик-технолог, академик АН АзССР с 1959 года.|Далин
Советский химик-технолог, Герой Соцтруда.|Нагиев
Советский химик-технолог, главред "Журнала прикладной химии" 1975-89.|Романков
Советский химик-технолог, член-корреспондент АН с 1953.|Мошкин
Советский химик-технолог.|Атрощенко
Советский химик-технолог.|Бережной
Советский химик-фармаколог, академик АН Эстонии 1946.|Томингас
Советский химик.|Алесковский
Советский химик.|Буслаев
Советский химик.|Бызов
Советский химик.|Набиев
Советский химик.|Пшеницын
Советский химик; баскетболист; писатель; художник; хоккеист.|Семенов
Советский химик; певец (баритон).|Савченко
Советский хирург, один из основоположников хирургической эндокринологии в СССР.|Оппель
Советский хирург.|Богуш
Советский хирург.|Юдин
Советский хоккеист, вратарь.|Зингер
Советский хоккеист, вратарь.|Третьяк
Советский хоккеист, нападающий ЦСКА.|Локтев
Советский хоккеист, чемпион Олимпийских игр (1972, 1976).|Шадрин
Советский хоккеист.|Агейкин
Советский хоккеист.|Альметов
Советский хоккеист.|Анисин
Советский хоккеист.|Антипов
Советский хоккеист.|Бабинов
Советский хоккеист.|Балдерис
Советский хоккеист.|Баулин
Советский хоккеист.|Баутин
Советский хоккеист.|Блинов
Советский хоккеист.|Болдин
Советский хоккеист.|Бомарше
Советский хоккеист.|Буцаев
Советский хоккеист.|Бычков
Советский хоккеист.|Волгин
Советский хоккеист.|Глухов
Советский хоккеист.|Грошев
Советский хоккеист.|Гуреев
Советский хоккеист.|Гущин
Советский хоккеист.|Девятов
Советский хоккеист.|Еркин
Советский хоккеист.|Жамнов
Советский хоккеист.|Житник
Советский хоккеист.|Жлуктов
Советский хоккеист.|Зигмундт
Советский хоккеист.|Зимин
Советский хоккеист.|Зубов
Советский хоккеист.|Ионов
Советский хоккеист.|Ковалев
Советский хоккеист.|Ковин
Советский хоккеист.|Крутов
Советский хоккеист.|Кунин
Советский хоккеист.|Курашев
Советский хоккеист.|Курдин
Советский хоккеист.|Лапин
Советский хоккеист.|Лобанов
Советский хоккеист.|Локотко
Советский хоккеист.|Ляпкин
Советский хоккеист.|Махинько
Советский хоккеист.|Меринов
Советский хоккеист.|Мишин
Советский хоккеист.|Мошкаров
Советский хоккеист.|Немчинов
Советский хоккеист.|Оксюта
Советский хоккеист.|Пантюхов
Советский хоккеист.|Пашков
Советский хоккеист.|Первухин
Советский хоккеист.|Петухов
Советский хоккеист.|Попугаев
Советский хоккеист.|Пучков
Советский хоккеист.|Рагулин
Советский хоккеист.|Расько
Советский хоккеист.|Рычков
Советский хоккеист.|Семак
Советский хоккеист.|Скворцов
Советский хоккеист.|Стаин
Советский хоккеист.|Теневик
Советский хоккеист.|Трефилов
Советский хоккеист.|Трухачев
Советский хоккеист.|Трухно
Советский хоккеист.|Тузик
Советский хоккеист.|Туников
Советский хоккеист.|Тюриков
Советский хоккеист.|Тюрин
Советский хоккеист.|Уваров
Советский хоккеист.|Уколов
Советский хоккеист.|Фетисов
Советский хоккеист.|Фоменков
Советский хоккеист.|Харламов
Советский хоккеист.|Хлыстов
Советский хоккеист.|Хмылев
Советский хоккеист.|Хомутов
Советский хоккеист.|Цыганков
Советский хоккеист.|Черепанов
Советский хоккеист.|Чибирев
Советский хоккеист.|Шепелев
Советский хоккеист.|Шипицин
Советский хоккеист.|Штепа
